ctau,m,lam121,lam112,BrP,BrD,Br,Br_charged
623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,1.0,5.657284852362789e-06,0.976064214469999
492.6185334627284,0.5,0.11253355826007651,0.11253355826007651,7.164262576228245e-06,1.0,7.164262576228245e-06,0.976064214469999
388.9973514935233,0.5,0.12663801734674032,0.12663801734674032,9.072662769621476e-06,1.0,9.072662769621476e-06,0.976064214469999
307.1726481854432,0.5,0.14251026703029981,0.14251026703029981,1.1489412484651119e-05,0.9999999999999999,1.1489412484651117e-05,0.9760642144699989
242.55958409739745,0.5,0.160371874375133,0.160371874375133,1.4549919644569855e-05,0.9999999999999999,1.4549919644569853e-05,0.9760642144699989
191.53773027988808,0.5,0.18047217668271703,0.18047217668271703,1.842565834907409e-05,1.0,1.842565834907409e-05,0.976064214469999
151.24820673356683,0.5,0.20309176209047358,0.20309176209047358,2.3333773888820968e-05,1.0000000000000002,2.3333773888820975e-05,0.9760642144699991
119.43349232911847,0.5,0.22854638641349906,0.22854638641349906,2.9549244957069898e-05,1.0,2.9549244957069898e-05,0.976064214469999
94.31093034416709,0.5,0.2571913809059345,0.2571913809059345,3.74202834070534e-05,1.0,3.74202834070534e-05,0.976064214469999
74.47284182122003,0.5,0.289426612471675,0.289426612471675,4.738783262928513e-05,0.9999999999999999,4.7387832629285125e-05,0.9760642144699989
58.807649852342685,0.5,0.3257020655659783,0.3257020655659783,6.0010254185133414e-05,1.0000000000000002,6.001025418513343e-05,0.9760642144699991
46.43759519017485,0.5,0.3665241237079628,0.3665241237079628,7.599458129022733e-05,1.0,7.599458129022733e-05,0.976064214469999
36.669553237734846,0.5,0.41246263829013524,0.41246263829013524,9.623608288659307e-05,0.9999999999999999,9.623608288659306e-05,0.9760642144699989
28.956196571944147,0.5,0.46415888336127786,0.46415888336127786,0.00012186834319791657,1.0,0.00012186834319791657,0.976064214469999
22.86532684151303,0.5,0.5223345074266842,0.5223345074266842,0.00015432664364542674,1.0,0.00015432664364542674,0.976064214469999
18.055657629972835,0.5,0.5878016072274912,0.5878016072274912,0.00019542816778471872,0.9999999999999999,0.0001954281677847187,0.9760642144699989
14.257691338088204,0.5,0.6614740641230149,0.6614740641230149,0.00024747347399868883,1.0,0.00024747347399868883,0.976064214469999
11.258618570322392,0.5,0.7443803013251689,0.7443803013251689,0.0003133748426262251,0.9999999999999999,0.00031337484262622503,0.9760642144699989
8.890393900826648,0.5,0.8376776400682918,0.8376776400682918,0.0003968185624037163,1.0000000000000002,0.00039681856240371643,0.9760642144699991
7.020319874784811,0.5,0.9426684551178852,0.9426684551178852,0.000502470046497889,1.0,0.000502470046497889,0.976064214469999
5.54361164354214,0.5,1.0608183551394483,1.0608183551394483,0.000636232946101805,0.9999999999999999,0.0006362329461018049,0.9760642144699989
4.377525611731186,0.5,1.1937766417144364,1.1937766417144364,0.0008055762597124241,0.9999999999999999,0.000805576259712424,0.9760642144699989
3.4567231100478546,0.5,1.3433993325989002,1.3433993325989002,0.0010199469335686639,1.0,0.0010199469335686639,0.976064214469999
2.7296093088564386,0.5,1.5117750706156623,1.5117750706156623,0.001291289739449215,0.9999999999999998,0.0012912897394492147,0.9760642144699988
2.1554422329454597,0.5,1.7012542798525891,1.7012542798525891,0.0016347014294757348,1.0,0.0016347014294757348,0.976064214469999
1.7020498884183959,0.5,1.9144819761699576,1.9144819761699576,0.0020692524196180744,1.0000000000000002,0.002069252419618075,0.9760642144699991
1.3440275867223264,0.5,2.1544346900318834,2.1544346900318834,0.002619016615668481,0.9999999999999999,0.0026190166156684807,0.9760642144699989
1.0613144574447344,0.5,2.424462017082328,2.424462017082328,0.0033143584403082004,1.0,0.0033143584403082004,0.976064214469999
0.8380693883881729,0.5,2.728333376486768,2.728333376486768,0.004193535430625326,1.0000000000000002,0.004193535430625327,0.9760642144699991
0.6617834090796779,0.5,3.07029062975785,3.07029062975785,0.005304684397369347,1.0,0.005304684397369347,0.976064214469999
0.5225787823791391,0.5,3.455107294592218,3.455107294592218,0.006708267943782299,1.0,0.006708267943782299,0.976064214469999
0.41265553056496146,0.5,3.8881551803080874,3.8881551803080874,0.008480064075387421,1.0,0.008480064075387421,0.976064214469999
0.32585438339191053,0.5,4.3754793750741845,4.3754793750741845,0.010714781171254807,1.0,0.010714781171254807,0.976064214469999
0.25731165902550984,0.5,4.923882631706739,4.923882631706739,0.013530367990734465,1.0,0.013530367990734465,0.976064214469999
0.20318673998265416,0.5,5.541020330009492,5.541020330009492,0.01707305468775628,1.0000000000000002,0.017073054687756283,0.9760642144699992
0.16044687388489373,0.5,6.235507341273912,6.235507341273912,0.02152309258351047,0.9999999999999999,0.021523092583510466,0.9760642144699989
0.12669724088113551,0.5,7.017038286703826,7.017038286703826,0.027101038653339415,1.0000000000000002,0.02710103865333942,0.9760642144699991
0.1000467659993705,0.5,7.896522868499725,7.896522868499725,0.03407423005206253,1.0000000000000002,0.03407423005206254,0.9760642144699991
0.07900215756334697,0.5,8.886238162743403,8.886238162743403,0.04276278442809986,1.0,0.04276278442809986,0.976064214469999
0.062384234385978767,0.5,10.0,10.0,0.05354401404164262,0.9999999999999999,0.053544014041642614,0.9760642144699989
59.917120503004114,0.5128205128205128,0.1,0.1,5.612126781927843e-06,1.0,5.612126781927843e-06,0.8799696428665833
47.31369122666257,0.5128205128205128,0.11253355826007651,0.11253355826007651,7.107075462830245e-06,1.0000000000000002,7.107075462830247e-06,0.8799696428665834
37.36136447644759,0.5128205128205128,0.12663801734674032,0.12663801734674032,9.000242418349995e-06,1.0,9.000242418349995e-06,0.8799696428665833
29.50248689866217,0.5128205128205128,0.14251026703029981,0.14251026703029981,1.1397701229168063e-05,1.0,1.1397701229168063e-05,0.8799696428665833
23.296706247289958,0.5128205128205128,0.160371874375133,0.160371874375133,1.4433779037014726e-05,1.0,1.4433779037014726e-05,0.8799696428665833
18.39629736424454,0.5128205128205128,0.18047217668271703,0.18047217668271703,1.8278581321869064e-05,1.0,1.8278581321869064e-05,0.8799696428665832
14.52667828324782,0.5128205128205128,0.20309176209047358,0.20309176209047358,2.3147520278654483e-05,1.0,2.3147520278654483e-05,0.8799696428665832
11.471024726700481,0.5128205128205128,0.22854638641349906,0.22854638641349906,2.9313379998335392e-05,1.0000000000000002,2.93133799983354e-05,0.8799696428665834
9.058120907951619,0.5128205128205128,0.2571913809059345,0.2571913809059345,3.712159338312533e-05,1.0,3.712159338312533e-05,0.8799696428665832
7.15276588952755,0.5128205128205128,0.289426612471675,0.289426612471675,4.700958501567285e-05,1.0,4.700958501567285e-05,0.8799696428665833
5.648197941967905,0.5128205128205128,0.3257020655659783,0.3257020655659783,5.953126095124167e-05,1.0,5.953126095124167e-05,0.8799696428665833
4.460112421456266,0.5128205128205128,0.3665241237079628,0.3665241237079628,7.538801307100431e-05,1.0,7.538801307100431e-05,0.8799696428665833
3.5219379732109077,0.5128205128205128,0.41246263829013524,0.41246263829013524,9.546796789471006e-05,1.0,9.546796789471006e-05,0.8799696428665833
2.7811063746897506,0.5128205128205128,0.46415888336127786,0.46415888336127786,0.00012089566727270972,0.9999999999999999,0.0001208956672727097,0.8799696428665831
2.1961070087467993,0.5128205128205128,0.5223345074266842,0.5223345074266842,0.00015309494579066814,1.0,0.00015309494579066814,0.8799696428665833
1.7341609216241636,0.5128205128205128,0.5878016072274912,0.5878016072274912,0.0001938684977673277,1.0000000000000002,0.00019386849776732774,0.8799696428665834
1.3693841375263764,0.5128205128205128,0.6614740641230149,0.6614740641230149,0.00024549854361890686,1.0,0.00024549854361890686,0.8799696428665833
1.0813373157737804,0.5128205128205128,0.7443803013251689,0.7443803013251689,0.00031087415834485854,1.0,0.00031087415834485854,0.8799696428665832
