ctau,m,lam121,BrP,BrD,Br,Br_charged
0.011277362018789764,0.5512820512820513,8.886238162743403,0.04141281851902845,1.0,0.04141281851902845,0.0
0.008905194707772358,0.5512820512820513,10.0,0.05187214197596444,1.0,0.05187214197596444,0.0
60.502443682400575,0.5641025641025641,0.1,5.422083546911769e-06,1.0,5.422083546911769e-06,0.0
47.7758930138193,0.5641025641025641,0.11253355826007651,6.866409185293955e-06,1.0,6.866409185293955e-06,0.0
37.726343174662034,0.5641025641025641,0.12663801734674032,8.695468550504242e-06,1.0,8.695468550504242e-06,0.0
29.790693162358732,0.5641025641025641,0.14251026703029981,1.1011743464861887e-05,1.0,1.1011743464861887e-05,0.0
23.524288982502426,0.5641025641025641,0.160371874375133,1.3945012694163272e-05,1.0,1.3945012694163272e-05,0.0
18.57600859155265,0.5641025641025641,0.18047217668271703,1.765962199488506e-05,1.0,1.765962199488506e-05,0.0
14.668587664864285,0.5641025641025641,0.20309176209047358,2.236368996258101e-05,1.0,2.236368996258101e-05,0.0
11.583083794419382,0.5641025641025641,0.22854638641349906,2.832076486048901e-05,1.0,2.832076486048901e-05,0.0
9.146608607038127,0.5641025641025641,0.2571913809059345,3.586458455109275e-05,1.0,3.586458455109275e-05,0.0
7.222640403469302,0.5641025641025641,0.289426612471675,4.5417764901343025e-05,1.0,4.5417764901343025e-05,0.0
5.703374511694542,0.5641025641025641,0.3257020655659783,5.751546114966415e-05,1.0,5.751546114966415e-05,0.0
4.50368272592144,0.5641025641025641,0.3665241237079628,7.283532375933869e-05,1.0,7.283532375933869e-05,0.0
3.5563433637705835,0.5641025641025641,0.41246263829013524,9.22354203957778e-05,1.0,9.22354203957778e-05,0.0
2.808274670025165,0.5641025641025641,0.46415888336127786,0.00011680223788618487,1.0,0.00011680223788618487,0.0
2.2175605152882243,0.5641025641025641,0.5223345074266842,0.00014791143618878678,1.0,0.00014791143618878678,0.0
1.7511017321255506,0.5641025641025641,0.5878016072274912,0.00018730473028594625,1.0,0.00018730473028594625,0.0
1.382761487279889,0.5641025641025641,0.6614740641230149,0.00023718716255127247,1.0,0.00023718716255127247,0.0
1.0919007705986332,0.5641025641025641,0.7443803013251689,0.00030035014334592824,1.0,0.00030035014334592824,0.0
0.8622219405164583,0.5641025641025641,0.8376776400682918,0.000380327037683118,1.0,0.000380327037683118,0.0
0.6808555271010424,0.5641025641025641,0.9426684551178852,0.0004815898293278751,1.0,0.0004815898293278751,0.0
0.5376391239897818,0.5641025641025641,1.0608183551394483,0.0006097975831224308,1.0,0.0006097975831224308,0.0
0.4245479637585469,0.5641025641025641,1.1937766417144364,0.0007721101490770225,1.0,0.0007721101490770225,0.0
0.3352452704594359,0.5641025641025641,1.3433993325989002,0.0009775839201121978,1.0,0.0009775839201121978,0.0
0.2647271944739311,0.5641025641025641,1.5117750706156623,0.0012376705938008771,1.0,0.0012376705938008771,0.0
0.20904243450771706,0.5641025641025641,1.7012542798525891,0.0015668449267472917,1.0,0.0015668449267472917,0.0
0.16507083645770462,0.5641025641025641,1.9144819761699576,0.0019833935284336943,1.0,0.0019833935284336943,0.0
0.1303485635010642,0.5641025641025641,2.1544346900318834,0.00251040390204819,1.0,0.00251040390204819,0.0
0.10293004125622426,0.5641025641025641,2.424462017082328,0.0031770011989032372,1.0,0.0031770011989032372,0.0
0.08127894246353949,0.5641025641025641,2.728333376486768,0.004019889336701997,1.0,0.004019889336701997,0.0
0.06418210278908129,0.5641025641025641,3.07029062975785,0.005085262760469833,1.0,0.005085262760469833,0.0
0.0506815442422381,0.5641025641025641,3.455107294592218,0.00643116419697119,1.0,0.00643116419697119,0.0
0.040020797311971355,0.5641025641025641,3.8881551803080874,0.008130370412214174,1.0,0.008130370412214174,0.0
0.031602514118957425,0.5641025641025641,4.3754793750741845,0.0102738890176908,1.0,0.0102738890176908,0.0
0.024954997544243268,0.5641025641025641,4.923882631706739,0.012975139509210002,1.0,0.012975139509210002,0.0
0.019705770879147138,0.5641025641025641,5.541020330009492,0.016374862658554003,1.0,0.016374862658554003,0.0
0.015560707038860148,0.5641025641025641,6.235507341273912,0.02064674159172098,1.0,0.02064674159172098,0.0
0.012287547898238384,0.5641025641025641,7.017038286703826,0.02600360741035159,1.0,0.02600360741035159,0.0
0.009702890297622509,0.5641025641025641,7.896522868499725,0.03270391787825727,1.0,0.03270391787825727,0.0
0.007661909512572025,0.5641025641025641,8.886238162743403,0.041057910014471025,1.0,0.041057910014471025,0.0
0.006050244368240055,0.5641025641025641,10.0,0.051432406300140926,1.0,0.051432406300140926,0.0
44.326063510170336,0.5769230769230769,0.1,5.372293065318213e-06,1.0,5.372293065318213e-06,0.0
35.00217741786314,0.5769230769230769,0.11253355826007651,6.803355687881137e-06,1.0,6.803355687881137e-06,0.0
27.639549442744098,0.5769230769230769,0.12663801734674032,8.615619142273125e-06,1.0,8.615619142273125e-06,0.0
21.825633424965762,0.5769230769230769,0.14251026703029981,1.0910624223709683e-05,1.0,1.0910624223709683e-05,0.0
17.23466134597342,0.5769230769230769,0.160371874375133,1.381695803981187e-05,1.0,1.381695803981187e-05,0.0
13.609389744932734,0.5769230769230769,0.18047217668271703,1.7497457318742915e-05,1.0,1.7497457318742915e-05,0.0
10.746685734718696,0.5769230769230769,0.20309176209047358,2.2158329755111248e-05,1.0,2.2158329755111248e-05,0.0
8.486144966478596,0.5769230769230769,0.22854638641349906,2.8060703849606547e-05,1.0,2.8060703849606547e-05,0.0
6.70110377932021,0.5769230769230769,0.2571913809059345,3.553525338923145e-05,1.0,3.553525338923145e-05,0.0
5.2915419237592,0.5769230769230769,0.289426612471675,4.5000714379587504e-05,1.0,4.5000714379587504e-05,0.0
4.178478181058955,0.5769230769230769,0.3257020655659783,5.698732935807402e-05,1.0,5.698732935807402e-05,0.0
3.2995448512259173,0.5769230769230769,0.3665241237079628,7.216652852875272e-05,1.0,7.216652852875272e-05,0.0
2.605493137334598,0.5769230769230769,0.41246263829013524,9.138850408863627e-05,1.0,9.138850408863627e-05,0.0
2.057433614268175,0.5769230769230769,0.46415888336127786,0.00011572977232521294,1.0,0.00011572977232521294,0.0
1.6246571585488692,0.5769230769230769,0.5223345074266842,0.00014655337118809781,1.0,0.00014655337118809781,0.0
1.2829142405952936,0.5769230769230769,0.5878016072274912,0.00018558503858934444,1.0,0.00018558503858934444,0.0
1.0130561639184692,0.5769230769230769,0.6614740641230149,0.00023500959538629812,1.0,0.00023500959538629812,0.0
0.7999621165456798,0.5769230769230769,0.7443803013251689,0.00029759286229415503,1.0,0.00029759286229415503,0.0
0.6316919147236406,0.5769230769230769,0.8376776400682918,0.0003768358277291032,1.0,0.0003768358277291032,0.0
