1.000000000000000021e-03 5.657316854215229984e-10 5.000000000000000000e-01 5.686030503075855784e+06 1.242301812853153109e+01
1.623776739188700002e-03 1.491636955425782340e-09 5.000000000000000000e-01 2.156535211322018411e+06 1.242301812853153109e+01
2.636650898730300181e-03 3.932925909501401751e-09 5.000000000000000000e-01 8.179069941949708154e+05 1.242301812853153109e+01
4.281332398719300304e-03 1.036975256717848751e-08 5.000000000000000000e-01 3.102067833814561600e+05 1.242301812853153109e+01
6.951927961775600240e-03 2.734141696183320861e-08 5.000000000000000000e-01 1.176518224429454422e+05 1.242301812853153109e+01
1.128837891684679982e-02 7.208976837908047455e-08 5.000000000000000000e-01 4.462169129011315817e+04 1.242301812853153109e+01
1.832980710832430096e-02 1.900755301597554992e-07 5.000000000000000000e-01 1.692362508498947864e+04 1.242301812853153109e+01
2.976351441631309991e-02 5.011626615170355154e-07 5.000000000000000000e-01 6.418606685146985001e+03 1.242301812853153109e+01
4.832930238571749720e-02 1.321389898057572779e-06 5.000000000000000000e-01 2.434378661292540983e+03 1.242301812853153109e+01
7.847599703514610003e-02 3.484036327521741139e-06 5.000000000000000000e-01 9.232844069212120530e+02 1.242301812853153109e+01
1.274274985703132967e-01 9.186135133438064570e-06 5.000000000000000000e-01 3.501731713386124625e+02 1.242301812853153109e+01
2.069138081114789973e-01 2.422026731591813133e-05 5.000000000000000000e-01 1.328098351993557742e+02 1.242301812853153109e+01
3.359818286283781097e-01 6.385785825269595822e-05 5.000000000000000000e-01 5.037065591933639297e+01 1.242301812853153109e+01
5.455594781168514595e-01 1.683532842425999898e-04 5.000000000000000000e-01 1.910402926060166351e+01 1.242301812853153109e+01
8.858667904100823165e-01 4.437665647361999761e-04 5.000000000000000000e-01 7.245566438014573230e+00 1.242301812853153109e+01
1.438449888287663070e+00 1.169208326315700078e-03 5.000000000000000000e-01 2.748018875575664932e+00 1.242301812853153109e+01
