,nev,E,ctau,m,lam112,lam111,Br,cos
17,146432635.1650164,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,-0.2999999999999999
17,198893012.66467637,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,-0.0999999999999999
17,234405561.70744425,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,0.0999999999999999
17,238371935.01351333,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,0.3000000000000001
17,237279890.08820015,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,0.5000000000000001
17,233028007.61343282,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,0.7000000000000001
17,220767765.93973157,1166.760716081662,602.612260463814,0.14,2.9763514416313197,2.9763514416313197,0.8850500255482925,0.9
18,21191130.22834039,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,-0.9
18,40229849.61522183,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,-0.7
18,82108085.8537602,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,-0.5
18,186663746.59561557,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,-0.2999999999999999
18,461523503.5895403,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,-0.0999999999999999
18,788866659.1179003,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,0.0999999999999999
18,847714018.6562408,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,0.3000000000000001
18,854676621.1443993,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,0.5000000000000001
18,843703026.6187532,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,0.7000000000000001
18,801468261.6183918,1166.760716081662,179.35858701761848,0.14,5.455594781168514,5.455594781168514,0.9627819833917032,0.9
19,2994557.3137109857,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,-0.9
19,6194947.416677111,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,-0.7
19,15394542.22353101,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,-0.5
19,56585331.12535616,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,-0.2999999999999999
19,422556219.53559905,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,-0.0999999999999999
19,2080881589.5214221,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,0.0999999999999999
19,2671253704.2640533,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,0.3000000000000001
19,2808783506.814882,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,0.5000000000000001
19,2820534677.469624,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,0.7000000000000001
19,2703437364.453505,1166.760716081662,53.38341890388438,0.14,10.0,10.0,0.9886252676266092,0.9
20,6.673918177483118e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,-0.9
20,7.04543384603184e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,-0.7
20,7.193050761281997e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,-0.5
20,7.256971391292742e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,-0.2999999999999999
20,7.312937597275771e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,-0.0999999999999999
20,7.304181143212575e-05,1166.760716081662,20801978.074800886,0.16,0.0001,0.0001,8.117948696162025e-09,0.0999999999999999
