,nev,E,ctau,m,lam121,lam112,Br,cos
0,0.027803087199142776,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,-0.9
0,0.03696921646722422,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,-0.7
0,0.04878847262675845,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,-0.5
0,0.06541550520532118,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,-0.2999999999999999
0,0.08886797311001714,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,-0.0999999999999999
0,0.10529744017569538,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,0.0999999999999999
0,0.10661495055582668,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,0.3000000000000001
0,0.10544688097382326,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,0.5000000000000001
0,0.10299795394154304,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,0.7000000000000001
0,0.0970779027145613,1166.760716081662,623.8423438597877,0.5,0.1,0.1,5.657284852362789e-06,0.9
1,0.034931069782267926,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,-0.9
1,0.047916173071934694,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,-0.7
1,0.06585556691736016,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,-0.5
1,0.09314139764160041,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,-0.2999999999999999
1,0.13519483891996603,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,-0.0999999999999999
1,0.1672290117317853,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,0.0999999999999999
1,0.17044088619433456,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,0.3000000000000001
1,0.16882315746984422,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,0.5000000000000001
1,0.16500079632313372,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,0.7000000000000001
1,0.1555653188114543,1166.760716081662,492.6185334627284,0.5,0.1125335582600765,0.1125335582600765,7.164262576228245e-06,0.9
2,0.04261997239221784,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,-0.9
2,0.06029471453293932,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,-0.7
2,0.08639009111855402,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,-0.5
2,0.1294784150578271,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,-0.2999999999999999
2,0.2030820363842818,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,-0.0999999999999999
2,0.2649543754349146,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,0.0999999999999999
2,0.2722482178537221,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,0.3000000000000001
2,0.27016869987842723,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,0.5000000000000001
2,0.26425106029719986,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,0.7000000000000001
2,0.24923796358677183,1166.760716081662,388.9973514935233,0.5,0.1266380173467403,0.1266380173467403,9.072662769621476e-06,0.9
3,0.0505315037165795,1166.760716081662,307.1726481854432,0.5,0.1425102670302998,0.1425102670302998,1.1489412484651116e-05,-0.9
