,nev,E,ctau,m,lam121,Br,cos
8,0.05553925890226305,1166.760716081662,7880.328826138438,0.5,0.2571913809059345,3.74202834070534e-05,0.5000000000000001
8,0.054137263715582286,1166.760716081662,7880.328826138438,0.5,0.2571913809059345,3.74202834070534e-05,0.7000000000000001
8,0.0509706933317819,1166.760716081662,7880.328826138438,0.5,0.2571913809059345,3.74202834070534e-05,0.9
9,0.0699811215767119,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,-0.9
9,0.07678492652381236,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,-0.7
9,0.08159374307301076,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,-0.5
9,0.08577486438574673,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,-0.2999999999999999
9,0.08984439116961751,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,-0.0999999999999999
9,0.0913882507004378,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,0.0999999999999999
9,0.09049644162042907,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,0.3000000000000001
9,0.08905659608675717,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,0.5000000000000001
9,0.08681263449551084,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,0.7000000000000001
9,0.08173685250324454,1166.760716081662,6222.719678689982,0.5,0.289426612471675,4.738783262928513e-05,0.9
10,0.10778797153853484,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,-0.9
10,0.11928323237115314,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,-0.7
10,0.12786271623870757,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,-0.5
10,0.13560980125302155,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,-0.2999999999999999
10,0.14326822718564983,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,-0.0999999999999999
10,0.14641449795139547,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,0.0999999999999999
10,0.14508291596102368,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,0.3000000000000001
10,0.1427959235443876,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,0.5000000000000001
10,0.13920626461565727,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,0.7000000000000001
10,0.13107122841445784,1166.760716081662,4913.784824703869,0.5,0.3257020655659783,6.001025418513341e-05,0.9
11,0.16437776329580947,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,-0.9
11,0.18382415069110222,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,-0.7
11,0.19918580570476482,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,-0.5
11,0.2136042942430698,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,-0.2999999999999999
11,0.22811665386838204,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,-0.0999999999999999
11,0.23450991735023582,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,0.0999999999999999
11,0.23257431681177418,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,0.3000000000000001
11,0.22895152931022938,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,0.5000000000000001
11,0.22321305463687544,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,0.7000000000000001
11,0.2101769628318459,1166.760716081662,3880.181423916103,0.5,0.3665241237079628,7.599458129022733e-05,0.9
12,0.24765283715196254,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,-0.9
12,0.280510752526601,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,-0.7
12,0.308026163632207,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,-0.5
12,0.33489751154604336,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,-0.2999999999999999
12,0.3625263183841333,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,-0.0999999999999999
12,0.3754822884405426,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,0.0999999999999999
12,0.3727825966935511,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,0.3000000000000001
12,0.36706380043293907,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,0.5000000000000001
12,0.3578982591594745,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,0.7000000000000001
12,0.3370133468845458,1166.760716081662,3063.994134788132,0.5,0.4124626382901352,9.623608288659307e-05,0.9
13,0.3676887739603896,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,-0.9
13,0.42294035903292226,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,-0.7
13,0.47204906829039095,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,-0.5
13,0.5220401087205613,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,-0.2999999999999999
13,0.5747676097192638,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,-0.0999999999999999
13,0.6009489903160606,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,0.0999999999999999
13,0.5974372289538161,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,0.3000000000000001
13,0.588450635323215,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,0.5000000000000001
13,0.5738269813958826,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,0.7000000000000001
13,0.5403760005745754,1166.760716081662,2419.489975430353,0.5,0.4641588833612778,0.0001218683431979,0.9
14,0.5364890499527737,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,-0.9
14,0.6284866839987456,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,-0.7
14,0.715432336701166,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,-0.5
14,0.8079404946779771,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,-0.2999999999999999
14,0.9085468052054192,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,-0.0999999999999999
14,0.9612903050734696,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,0.0999999999999999
14,0.9573101981020316,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,0.3000000000000001
14,0.9432727739377861,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,0.5000000000000001
14,0.9199735345668648,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,0.7000000000000001
14,0.8664137358495252,1166.760716081662,1910.5557921091624,0.5,0.5223345074266842,0.0001543266436454,0.9
15,0.7669092301433417,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,-0.9
15,0.9178838506642186,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,-0.7
15,1.0697936452834573,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,-0.5
15,1.2393614867999305,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,-0.2999999999999999
15,1.4307693787034435,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,-0.0999999999999999
15,1.536647791630691,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,0.0999999999999999
15,1.533596879731195,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,0.3000000000000001
15,1.5118440340274557,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,0.5000000000000001
15,1.4747893485248327,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,0.7000000000000001
15,1.3890701467327211,1166.760716081662,1508.6747503934614,0.5,0.5878016072274912,0.0001954281677847,0.9
16,1.0706788724419838,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,-0.9
16,1.313557834360779,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,-0.7
16,1.5740223024555402,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,-0.5
16,1.8805748578417512,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,-0.2999999999999999
16,2.2426073388942793,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,-0.0999999999999999
16,2.4542724118809742,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,0.0999999999999999
16,2.456090355652222,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,0.3000000000000001
16,2.422742766453191,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,0.5000000000000001
16,2.3639475662868694,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,0.7000000000000001
16,2.226834632159496,1166.760716081662,1191.3284667610085,0.5,0.6614740641230149,0.0002474734739986,0.9
17,1.456018304959839,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,-0.9
17,1.836501515334645,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,-0.7
17,2.2721496227746556,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,-0.5
17,2.816058284917449,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,-0.2999999999999999
17,3.49461945696773,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,-0.0999999999999999
17,3.915690174149042,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,0.0999999999999999
17,3.9320986134569584,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,0.3000000000000001
17,3.8817299109871866,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,0.5000000000000001
17,3.788715031009969,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,0.7000000000000001
17,3.5695460172588502,1166.760716081662,940.7352481673012,0.5,0.7443803013251689,0.0003133748426262,0.9
18,1.9249847353519995,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,-0.9
18,2.501574123519818,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,-0.7
18,3.208153043345201,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,-0.5
18,4.150469769960513,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,-0.2999999999999999
18,5.406174329826664,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,-0.0999999999999999
18,6.238849752476445,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,0.0999999999999999
18,6.29222520800296,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,0.3000000000000001
18,6.217742193185253,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,0.5000000000000001
18,6.071158135462259,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,0.7000000000000001
18,5.721134123580833,1166.760716081662,742.8537400356863,0.5,0.8376776400682918,0.0003968185624037,0.9
19,2.4712745985675135,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,-0.9
19,3.3128054776009104,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,-0.7
19,4.41787798722758,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,-0.5
19,6.003212744503022,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,-0.2999999999999999
19,8.288623814124001,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,-0.0999999999999999
19,9.922092765188506,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,0.0999999999999999
19,10.063026566102558,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,0.3000000000000001
19,9.956290305970375,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,0.5000000000000001
19,9.72644311924182,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,0.7000000000000001
19,9.167627160401516,1166.760716081662,586.5961546142348,0.5,0.9426684551178852,0.0005024700464978,0.9
20,3.0807478488085414,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,-0.9
20,4.2602612576030445,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,-0.7
20,5.919005994093266,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,-0.5
20,8.495603509224145,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,-0.2999999999999999
20,12.56919262693978,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,-0.0999999999999999
20,15.748233209539151,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,0.0999999999999999
20,16.08193066337702,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,0.3000000000000001
20,15.936411698482907,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,0.5000000000000001
20,15.578395304429216,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,0.7000000000000001
20,14.688930399027537,1166.760716081662,463.2069949485306,0.5,1.0608183551394483,0.0006362329461018,0.9
21,3.7305951107324242,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,-0.9
21,5.3191575764929295,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,-0.7
21,7.7037155896001845,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,-0.5
21,11.729130516069668,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,-0.2999999999999999
21,18.807485024933776,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,-0.0999999999999999
21,24.928337734410135,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,0.0999999999999999
21,25.67724044033803,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,0.3000000000000001
21,25.49546504702072,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,0.5000000000000001
21,24.94270336526149,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,0.7000000000000001
21,23.528403779099122,1166.760716081662,365.7724628460108,0.5,1.1937766417144364,0.0008055762597124,0.9
22,4.390207222607733,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,-0.9
22,6.451719372627344,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,-0.7
22,9.734227296097421,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,-0.5
22,15.758728090979423,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,-0.2999999999999999
22,27.69455068057491,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,-0.0999999999999999
22,39.32674391053431,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,0.0999999999999999
22,40.949636862560375,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,0.3000000000000001
22,40.761796570657815,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,0.5000000000000001
22,39.918480066852105,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,0.7000000000000001
22,37.674927258496695,1166.760716081662,288.833061753099,0.5,1.3433993325989002,0.0010199469335686,0.9
23,5.021008168098668,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,-0.9
23,7.608325163760812,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,-0.7
23,11.942910878307629,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,-0.5
23,20.56908095685138,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,-0.2999999999999999
23,40.01540705762185,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,-0.0999999999999999
23,61.77897816077777,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,0.0999999999999999
23,65.2098913312697,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,0.3000000000000001
23,65.11602961702246,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,0.5000000000000001
23,63.85053240104214,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,0.7000000000000001
23,60.3021770181383,1166.760716081662,228.077687731214,0.5,1.5117750706156623,0.0012912897394492,0.9
24,5.588341310739969,1166.760716081662,180.10206769640706,0.5,1.7012542798525891,0.0016347014294757,-0.9
24,8.724650518388811,1166.760716081662,180.10206769640706,0.5,1.7012542798525891,0.0016347014294757,-0.7
24,14.246324428852235,1166.760716081662,180.10206769640706,0.5,1.7012542798525891,0.0016347014294757,-0.5
